id,key_identity_id,company_name,min_share_capital,assembly_date,assembly_type,file_path,source,diff_stamm_vs_vorzug
77,15698,Manz AG,60.25,12.07.16,1.0,data/Praesenzen_hv-info/Manz AG-15698/ASM/HV-Beschluss zur ordentlichen Hauptversammlung am 12.07.16.pdf,LLM,-1.0
78,15698,Manz AG,63.79,05.07.22,1.0,data/Praesenzen_hv-info/Manz AG-15698/ASM/HV-Beschluss zur ordentlichen Hauptversammlung am 05.07.22.pdf,LLM,-1.0
79,15698,Manz AG,59.28,03.07.18,1.0,data/Praesenzen_hv-info/Manz AG-15698/ASM/HV-Beschluss zur ordentlichen Hauptversammlung am 03.07.18.pdf,LLM,-1.0
80,15698,Manz AG,63.63,28.06.11,1.0,data/Praesenzen_hv-info/Manz AG-15698/ASM/HV-Beschluss zur ordentlichen Hauptversammlung am 28.06.11.pdf,LLM,-1.0
81,15819,Evonik Industries AG,83.51,31.08.20,1.0,data/Praesenzen_hv-info/Evonik Industries AG-15819/ASM/HV-Beschluss zur ordentlichen Hauptversammlung am 31.08.20.pdf,LLM,-1.0
82,15819,Evonik Industries AG,83.21,02.06.21,1.0,data/Praesenzen_hv-info/Evonik Industries AG-15819/ASM/HV-Beschluss zur ordentlichen Hauptversammlung am 02.06.21.pdf,LLM,-1.0
83,15819,Evonik Industries AG,87.79,23.05.17,1.0,data/Praesenzen_hv-info/Evonik Industries AG-15819/ASM/HV-Beschluss zur ordentlichen Hauptversammlung am 23.05.17.pdf,LLM,-1.0
84,15819,Evonik Industries AG,85.79,31.05.23,1.0,data/Praesenzen_hv-info/Evonik Industries AG-15819/ASM/HV-Beschluss zur ordentlichen HV am 31.05.23.pdf,LLM,-1.0
85,15819,Evonik Industries AG,88.01,28.05.19,1.0,data/Praesenzen_hv-info/Evonik Industries AG-15819/ASM/HV-Beschluss zur ordentlichen Hauptversammlung am 28.05.19.pdf,LLM,-1.0
86,15819,Evonik Industries AG,89.76,18.05.16,1.0,data/Praesenzen_hv-info/Evonik Industries AG-15819/ASM/HV-Beschluss zur ordentlichen Hauptversammlung am 18.05.16.pdf,LLM,-1.0
87,15819,Evonik Industries AG,93.96,20.05.14,1.0,data/Praesenzen_hv-info/Evonik Industries AG-15819/ASM/HV-Beschluss zur ordentlichen Hauptversammlung am 20.05.14.pdf,LLM,-1.0
88,15819,Evonik Industries AG,86.16,23.05.18,1.0,data/Praesenzen_hv-info/Evonik Industries AG-15819/ASM/HV-Beschluss zur ordentlichen Hauptversammlung am 23.05.18.pdf,LLM,-1.0
89,15819,Evonik Industries AG,85.46,25.05.22,1.0,data/Praesenzen_hv-info/Evonik Industries AG-15819/ASM/HV-Beschluss zur ordentlichen Hauptversammlung am 25.05.22.pdf,LLM,-1.0
90,15819,Evonik Industries AG,87.55,19.05.15,1.0,data/Praesenzen_hv-info/Evonik Industries AG-15819/ASM/HV-Beschluss zur ordentlichen Hauptversammlung am 19.05.15.pdf,LLM,-1.0
91,15227,Sartorius AG,,23.04.08,1.0,data/Praesenzen_hv-info/Sartorius AG-15227/ASM/HV-Beschluss zur ordentlichen Hauptversammlung am 23.04.08.pdf,MANUAL,0.0
92,15227,Sartorius AG,,23.04.09,1.0,data/Praesenzen_hv-info/Sartorius AG-15227/ASM/HV-Beschluss zur ordentlichen Hauptversammlung am 23.04.09.pdf,MANUAL,0.0
93,15227,Sartorius AG,45.37,26.03.21,1.0,data/Praesenzen_hv-info/Sartorius AG-15227/ASM/HV-Beschluss zur ordentlichen Hauptversammlung am 26.03.21.pdf,LLM,-1.0
94,15227,Sartorius AG,95.19,18.04.13,1.0,data/Praesenzen_hv-info/Sartorius AG-15227/ASM/HV-Beschluss zur ordentlichen Hauptversammlung am 18.04.13.pdf,LLM,-1.0
95,15227,Sartorius AG,42.17,20.04.11,1.0,data/Praesenzen_hv-info/Sartorius AG-15227/ASM/HV-Beschluss zur ordentlichen Hauptversammlung am 20.04.11.pdf,LLM,-1.0
96,15227,Sartorius AG,96.0,07.04.16,1.0,data/Praesenzen_hv-info/Sartorius AG-15227/ASM/HV-Beschluss zur ordentlichen Hauptversammlung am 07.04.16.pdf,LLM,-1.0
97,15227,Sartorius AG,38.44,27.04.07,1.0,data/Praesenzen_hv-info/Sartorius AG-15227/ASM/HV-Beschluss zur ordentlichen Hauptversammlung am 27.04.07.pdf,LLM,-1.0
98,15227,Sartorius AG,27.72,05.04.18,1.0,data/Praesenzen_hv-info/Sartorius AG-15227/ASM/HV-Beschluss zur ordentlichen Hauptversammlung am 05.04.18.pdf,LLM,-1.0
99,15227,Sartorius AG,45.06,06.04.17,1.0,data/Praesenzen_hv-info/Sartorius AG-15227/ASM/HV-Beschluss zur ordentlichen Hauptversammlung am 06.04.17.pdf,LLM,-1.0
100,15227,Sartorius AG,59.62,19.04.12,1.0,data/Praesenzen_hv-info/Sartorius AG-15227/ASM/HV-Beschluss zur ordentlichen Hauptversammlung am 19.04.12.pdf,LLM,-1.0
101,15227,Sartorius AG,,21.04.10,1.0,data/Praesenzen_hv-info/Sartorius AG-15227/ASM/HV-Beschluss zur ordentlichen Hauptversammlung am 21.04.10.pdf,MANUAL,0.0
102,15227,Sartorius AG,43.54,29.03.23,1.0,data/Praesenzen_hv-info/Sartorius AG-15227/ASM/HV-Beschluss zur ordentlichen Hauptversammlung am 29.03.23.pdf,LLM,-1.0
103,15227,Sartorius AG,44.77,28.03.19,1.0,data/Praesenzen_hv-info/Sartorius AG-15227/ASM/HV-Beschluss zur ordentlichen Hauptversammlung am 28.03.19.pdf,LLM,-1.0
104,15227,Sartorius AG,43.89,25.03.22,1.0,data/Praesenzen_hv-info/Sartorius AG-15227/ASM/HV-Beschluss zur ordentlichen HV am 25.03.22.pdf,LLM,-1.0
105,15227,Sartorius AG,43.93,26.06.20,1.0,data/Praesenzen_hv-info/Sartorius AG-15227/ASM/HV-Beschluss zur ordentlichen Hauptversammlung am 26.06.20.pdf,LLM,-1.0
106,15227,Sartorius AG,43.72,10.04.14,1.0,data/Praesenzen_hv-info/Sartorius AG-15227/ASM/HV-Beschluss zur ordentlichen Hauptversammlung am 10.04.14.pdf,LLM,-1.0
107,15227,Sartorius AG,43.88,09.04.15,1.0,data/Praesenzen_hv-info/Sartorius AG-15227/ASM/HV-Beschluss zur ordentlichen Hauptversammlung am 09.04.15.pdf,LLM,-1.0
108,11427,Continental AG,71.23,23.04.09,1.0,data/Praesenzen_hv-info/Continental AG-11427/ASM/HV-Beschluss zur ordentlichen Hauptversammlung am 23.04.09.pdf,LLM,-1.0
109,11427,Continental AG,39.48,05.05.06,1.0,data/Praesenzen_hv-info/Continental AG-11427/ASM/HV-Beschluss zur ordentlichen Hauptversammlung am 05.05.06.pdf,LLM,-1.0
110,11427,Continental AG,84.81,14.07.20,1.0,data/Praesenzen_hv-info/Continental AG-11427/ASM/HV-Beschluss zur ordentlichen Hauptversammlung am 14.07.20.pdf,LLM,-1.0
111,11427,Continental AG,53.07,25.04.08,1.0,data/Praesenzen_hv-info/Continental AG-11427/ASM/HV-Beschluss zur ordentlichen Hauptversammlung am 25.04.08.pdf,LLM,-1.0
112,11427,Continental AG,84.99,29.04.22,1.0,data/Praesenzen_hv-info/Continental AG-11427/ASM/HV-Beschluss zur ordentlichen HV am 29.04.22.pdf,LLM,-1.0
113,11427,Continental AG,85.87,27.04.12,1.0,data/Praesenzen_hv-info/Continental AG-11427/ASM/HV-Beschluss zur ordentlichen Hauptversammlung am 27.04.12.pdf,LLM,-1.0
114,11427,Continental AG,77.7,29.04.21,1.0,data/Praesenzen_hv-info/Continental AG-11427/ASM/HV-Beschluss zur ordentlichen Hauptversammlung am 29.04.21.pdf,LLM,-1.0
115,11427,Continental AG,47.35,24.04.07,1.0,data/Praesenzen_hv-info/Continental AG-11427/ASM/HV-Beschluss zur ordentlichen Hauptversammlung am 24.04.07.pdf,LLM,-1.0
116,11427,Continental AG,82.66,27.04.18,1.0,data/Praesenzen_hv-info/Continental AG-11427/ASM/HV-Beschluss zur ordentlichen Hauptversammlung am 27.04.18.pdf,LLM,-1.0
117,11427,Continental AG,81.1,29.04.16,1.0,data/Praesenzen_hv-info/Continental AG-11427/ASM/HV-Beschluss zur ordentlichen Hauptversammlung am 29.04.16.pdf,LLM,-1.0
118,11427,Continental AG,80.88,30.04.15,1.0,data/Praesenzen_hv-info/Continental AG-11427/ASM/HV-Beschluss zur ordentlichen Hauptversammlung am 30.04.15.pdf,LLM,-1.0
119,11427,Continental AG,85.65,27.04.23,1.0,data/Praesenzen_hv-info/Continental AG-11427/ASM/HV-Beschluss zur ordentlichen Hauptversammlung am 27.04.23.pdf,LLM,-1.0
120,11427,Continental AG,80.88,15.05.13,1.0,data/Praesenzen_hv-info/Continental AG-11427/ASM/HV-Beschluss zur ordentlichen Hauptversammlung am 15.05.13.pdf,LLM,-1.0
121,11427,Continental AG,81.69,28.04.11,1.0,data/Praesenzen_hv-info/Continental AG-11427/ASM/HV-Beschluss zur ordentlichen Hauptversammlung am 28.04.11.pdf,LLM,-1.0
122,11427,Continental AG,83.1,28.04.10,1.0,data/Praesenzen_hv-info/Continental AG-11427/ASM/HV-Beschluss zur ordentlichen Hauptversammlung am 28.04.10.pdf,LLM,-1.0
123,11427,Continental AG,81.36,26.04.19,1.0,data/Praesenzen_hv-info/Continental AG-11427/ASM/HV-Beschluss zur ordentlichen Hauptversammlung am 26.04.19.pdf,LLM,-1.0
124,11427,Continental AG,80.39,28.04.17,1.0,data/Praesenzen_hv-info/Continental AG-11427/ASM/HV-Beschluss zur ordentlichen Hauptversammlung am 28.04.17.pdf,LLM,-1.0
125,11427,Continental AG,81.16,25.04.14,1.0,data/Praesenzen_hv-info/Continental AG-11427/ASM/HV-Beschluss zur ordentlichen Hauptversammlung am 25.04.14.pdf,LLM,-1.0
