output.metadata.key_identity_id,summary.status_counts.success,output.label_value_predicted,output.metadata.company_name,summary.status_counts.error,output.metadata.ordentlich,summary.weave.trace_name,summary.weave.latency_ms,output.metadata.date,summary.weave.status,inputs.file_path,output.error,inputs.self,project_id,started_at,wb_user_id,trace_id,ended_at,op_name,id,attributes
5703,,58.78,HORNBACH Holding AG & Co. KGaA,,True,AGMPresenceModel.predict,5177,06.07.12,success,data/Praesenzen_hv-info/HORNBACH Holding AG & Co. KGaA-5703/ASM/HV-Beschluss zur ordentlichen Hauptversammlung am 06.07.12.pdf,,weave:///fuels/agm_share_capital_production_environment/object/gpt-4.1_using_base_prompt_pagewise_pass_few_shot_all_values:HE3j7BTAKY4eJ2Q7jFCZpRqsSZ4oKTnKEntOBSXCMeA,fuels/agm_share_capital_production_environment,2025-08-02T14:05:45.504340Z,VXNlcjoxNzIxMDcy,01986b1a-58a0-7104-a99d-238fbd97d0af,2025-08-02T14:05:50.682243Z,weave:///fuels/agm_share_capital_production_environment/op/AGMPresenceModel.predict:2xLSCXzCsLT3ECgA1dkkY67bgxsxVGvDodSsFJnCdWk,01986b1a-58a0-7612-b71a-0d22a6435eda,{}
5703,,79.26,HORNBACH Holding AG & Co. KGaA,,True,AGMPresenceModel.predict,3417,05.07.19,success,data/Praesenzen_hv-info/HORNBACH Holding AG & Co. KGaA-5703/ASM/HV-Beschluss zur ordentlichen Hauptversammlung am 05.07.19.pdf,,weave:///fuels/agm_share_capital_production_environment/object/gpt-4.1_using_base_prompt_pagewise_pass_few_shot_all_values:HE3j7BTAKY4eJ2Q7jFCZpRqsSZ4oKTnKEntOBSXCMeA,fuels/agm_share_capital_production_environment,2025-08-02T14:05:42.085721Z,VXNlcjoxNzIxMDcy,01986b1a-4b45-7090-a999-99805de86810,2025-08-02T14:05:45.502819Z,weave:///fuels/agm_share_capital_production_environment/op/AGMPresenceModel.predict:2xLSCXzCsLT3ECgA1dkkY67bgxsxVGvDodSsFJnCdWk,01986b1a-4b45-74e1-86d9-15bda42ac879,{}
10690,,96.18,Hornbach-Baumarkt-Aktiengesellschaft,,True,AGMPresenceModel.predict,2151,06.07.23,success,data/Praesenzen_hv-info/Hornbach-Baumarkt-Aktiengesellschaft-10690/ASM/HV-Beschluss zur ordentlichen Hauptversammlung am 06.07.23.pdf,,weave:///fuels/agm_share_capital_production_environment/object/gpt-4.1_using_base_prompt_pagewise_pass_few_shot_all_values:HE3j7BTAKY4eJ2Q7jFCZpRqsSZ4oKTnKEntOBSXCMeA,fuels/agm_share_capital_production_environment,2025-08-02T14:05:39.933034Z,VXNlcjoxNzIxMDcy,01986b1a-42dc-7b08-894f-9adb1b2ee185,2025-08-02T14:05:42.084288Z,weave:///fuels/agm_share_capital_production_environment/op/AGMPresenceModel.predict:2xLSCXzCsLT3ECgA1dkkY67bgxsxVGvDodSsFJnCdWk,01986b1a-42dc-7fa7-8dea-b0b0ef57082f,{}
10690,,86.44,Hornbach-Baumarkt-Aktiengesellschaft,,True,AGMPresenceModel.predict,3965,08.07.15,success,data/Praesenzen_hv-info/Hornbach-Baumarkt-Aktiengesellschaft-10690/ASM/HV-Beschluss zur ordentlichen Hauptversammlung am 08.07.15.pdf,,weave:///fuels/agm_share_capital_production_environment/object/gpt-4.1_using_base_prompt_pagewise_pass_few_shot_all_values:HE3j7BTAKY4eJ2Q7jFCZpRqsSZ4oKTnKEntOBSXCMeA,fuels/agm_share_capital_production_environment,2025-08-02T14:05:35.966099Z,VXNlcjoxNzIxMDcy,01986b1a-335d-7d36-9cb6-f657b56488b1,2025-08-02T14:05:39.931589Z,weave:///fuels/agm_share_capital_production_environment/op/AGMPresenceModel.predict:2xLSCXzCsLT3ECgA1dkkY67bgxsxVGvDodSsFJnCdWk,01986b1a-335e-7cc8-ab1d-d07b8a71fc42,{}
10690,,85.74,Hornbach-Baumarkt-Aktiengesellschaft,,True,AGMPresenceModel.predict,4837,05.07.12,success,data/Praesenzen_hv-info/Hornbach-Baumarkt-Aktiengesellschaft-10690/ASM/HV-Beschluss zur ordentlichen Hauptversammlung am 05.07.12.pdf,,weave:///fuels/agm_share_capital_production_environment/object/gpt-4.1_using_base_prompt_pagewise_pass_few_shot_all_values:HE3j7BTAKY4eJ2Q7jFCZpRqsSZ4oKTnKEntOBSXCMeA,fuels/agm_share_capital_production_environment,2025-08-02T14:05:31.126818Z,VXNlcjoxNzIxMDcy,01986b1a-2076-7abb-b95b-4c6bb4ae608a,2025-08-02T14:05:35.964685Z,weave:///fuels/agm_share_capital_production_environment/op/AGMPresenceModel.predict:2xLSCXzCsLT3ECgA1dkkY67bgxsxVGvDodSsFJnCdWk,01986b1a-2076-73c7-8ece-ef7137896e41,{}
10690,,84.34,Hornbach-Baumarkt-Aktiengesellschaft,,True,AGMPresenceModel.predict,5239,08.07.10,success,data/Praesenzen_hv-info/Hornbach-Baumarkt-Aktiengesellschaft-10690/ASM/HV-Beschluss zur ordentlichen Hauptversammlung am 08.07.10.pdf,,weave:///fuels/agm_share_capital_production_environment/object/gpt-4.1_using_base_prompt_pagewise_pass_few_shot_all_values:HE3j7BTAKY4eJ2Q7jFCZpRqsSZ4oKTnKEntOBSXCMeA,fuels/agm_share_capital_production_environment,2025-08-02T14:05:25.886321Z,VXNlcjoxNzIxMDcy,01986b1a-0bfe-717b-884d-9f3716e6dc64,2025-08-02T14:05:31.125494Z,weave:///fuels/agm_share_capital_production_environment/op/AGMPresenceModel.predict:2xLSCXzCsLT3ECgA1dkkY67bgxsxVGvDodSsFJnCdWk,01986b1a-0bfe-7db8-b56d-a4c18162f699,{}
10690,,85.5,Hornbach-Baumarkt-Aktiengesellschaft,,True,AGMPresenceModel.predict,902,07.07.21,success,data/Praesenzen_hv-info/Hornbach-Baumarkt-Aktiengesellschaft-10690/ASM/HV-Beschluss zur ordentlichen Hauptversammlung am 07.07.21.pdf,,weave:///fuels/agm_share_capital_production_environment/object/gpt-4.1_using_base_prompt_pagewise_pass_few_shot_all_values:HE3j7BTAKY4eJ2Q7jFCZpRqsSZ4oKTnKEntOBSXCMeA,fuels/agm_share_capital_production_environment,2025-08-02T14:05:24.982259Z,VXNlcjoxNzIxMDcy,01986b1a-0876-7295-ad52-f5f21ad1daef,2025-08-02T14:05:25.885129Z,weave:///fuels/agm_share_capital_production_environment/op/AGMPresenceModel.predict:2xLSCXzCsLT3ECgA1dkkY67bgxsxVGvDodSsFJnCdWk,01986b1a-0876-7d9f-aa35-57bdc483626e,{}
10690,,87.25,Hornbach-Baumarkt-Aktiengesellschaft,,True,AGMPresenceModel.predict,3511,09.07.14,success,data/Praesenzen_hv-info/Hornbach-Baumarkt-Aktiengesellschaft-10690/ASM/HV-Beschluss zur ordentlichen Hauptversammlung am 09.07.14.pdf,,weave:///fuels/agm_share_capital_production_environment/object/gpt-4.1_using_base_prompt_pagewise_pass_few_shot_all_values:HE3j7BTAKY4eJ2Q7jFCZpRqsSZ4oKTnKEntOBSXCMeA,fuels/agm_share_capital_production_environment,2025-08-02T14:05:21.469598Z,VXNlcjoxNzIxMDcy,01986b19-fabd-7c70-a7c6-6203a9a2a24c,2025-08-02T14:05:24.980871Z,weave:///fuels/agm_share_capital_production_environment/op/AGMPresenceModel.predict:2xLSCXzCsLT3ECgA1dkkY67bgxsxVGvDodSsFJnCdWk,01986b19-fabd-75d7-9206-595fdbafaa14,{}
10690,,95.48,Hornbach-Baumarkt-Aktiengesellschaft,,True,AGMPresenceModel.predict,1502,07.07.22,success,data/Praesenzen_hv-info/Hornbach-Baumarkt-Aktiengesellschaft-10690/ASM/HV-Beschluss zur ordentlichen Hauptversammlung am 07.07.22.pdf,,weave:///fuels/agm_share_capital_production_environment/object/gpt-4.1_using_base_prompt_pagewise_pass_few_shot_all_values:HE3j7BTAKY4eJ2Q7jFCZpRqsSZ4oKTnKEntOBSXCMeA,fuels/agm_share_capital_production_environment,2025-08-02T14:05:19.966098Z,VXNlcjoxNzIxMDcy,01986b19-f4dd-7a5a-9098-7404c54d2be5,2025-08-02T14:05:21.468501Z,weave:///fuels/agm_share_capital_production_environment/op/AGMPresenceModel.predict:2xLSCXzCsLT3ECgA1dkkY67bgxsxVGvDodSsFJnCdWk,01986b19-f4de-7458-bd74-bb24ca31271c,{}
10690,,88.61,Hornbach-Baumarkt-Aktiengesellschaft,,True,AGMPresenceModel.predict,7478,04.07.13,success,data/Praesenzen_hv-info/Hornbach-Baumarkt-Aktiengesellschaft-10690/ASM/HV-Beschluss zur ordentlichen Hauptversammlung am 04.07.13.pdf,,weave:///fuels/agm_share_capital_production_environment/object/gpt-4.1_using_base_prompt_pagewise_pass_few_shot_all_values:HE3j7BTAKY4eJ2Q7jFCZpRqsSZ4oKTnKEntOBSXCMeA,fuels/agm_share_capital_production_environment,2025-08-02T14:05:12.486452Z,VXNlcjoxNzIxMDcy,01986b19-d7a6-741d-9431-f78b2c631a54,2025-08-02T14:05:19.964496Z,weave:///fuels/agm_share_capital_production_environment/op/AGMPresenceModel.predict:2xLSCXzCsLT3ECgA1dkkY67bgxsxVGvDodSsFJnCdWk,01986b19-d7a6-7ffa-a798-0b066b4dbb1a,{}
10690,,83.03,Hornbach-Baumarkt-Aktiengesellschaft,,True,AGMPresenceModel.predict,14710,10.07.08,success,data/Praesenzen_hv-info/Hornbach-Baumarkt-Aktiengesellschaft-10690/ASM/HV-Beschluss zur ordentlichen Hauptversammlung am 10.07.08.pdf,,weave:///fuels/agm_share_capital_production_environment/object/gpt-4.1_using_base_prompt_pagewise_pass_few_shot_all_values:HE3j7BTAKY4eJ2Q7jFCZpRqsSZ4oKTnKEntOBSXCMeA,fuels/agm_share_capital_production_environment,2025-08-02T14:04:57.773987Z,VXNlcjoxNzIxMDcy,01986b19-9e2d-7803-8f52-de963aedceee,2025-08-02T14:05:12.484608Z,weave:///fuels/agm_share_capital_production_environment/op/AGMPresenceModel.predict:2xLSCXzCsLT3ECgA1dkkY67bgxsxVGvDodSsFJnCdWk,01986b19-9e2d-74da-8283-eb788c9d593d,{}
10690,,-2,Hornbach-Baumarkt-Aktiengesellschaft,,True,AGMPresenceModel.predict,29,09.07.09,success,data/Praesenzen_hv-info/Hornbach-Baumarkt-Aktiengesellschaft-10690/ASM/HV-Beschluss zur ordentlichen Hauptversammlung am 09.07.09.pdf,No text content found in PDF: data/Praesenzen_hv-info/Hornbach-Baumarkt-Aktiengesellschaft-10690/ASM/HV-Beschluss zur ordentlichen Hauptversammlung am 09.07.09.pdf,weave:///fuels/agm_share_capital_production_environment/object/gpt-4.1_using_base_prompt_pagewise_pass_few_shot_all_values:HE3j7BTAKY4eJ2Q7jFCZpRqsSZ4oKTnKEntOBSXCMeA,fuels/agm_share_capital_production_environment,2025-08-02T14:04:57.743791Z,VXNlcjoxNzIxMDcy,01986b19-9e0f-79a7-9fd3-65f5783e07d6,2025-08-02T14:04:57.773625Z,weave:///fuels/agm_share_capital_production_environment/op/AGMPresenceModel.predict:2xLSCXzCsLT3ECgA1dkkY67bgxsxVGvDodSsFJnCdWk,01986b19-9e0f-7bf5-a52f-751c6bd2a438,{}
10690,,88.44,Hornbach-Baumarkt-Aktiengesellschaft,,True,AGMPresenceModel.predict,5659,07.07.16,success,data/Praesenzen_hv-info/Hornbach-Baumarkt-Aktiengesellschaft-10690/ASM/HV-Beschluss zur ordentlichen Hauptversammlung am 07.07.16.pdf,,weave:///fuels/agm_share_capital_production_environment/object/gpt-4.1_using_base_prompt_pagewise_pass_few_shot_all_values:HE3j7BTAKY4eJ2Q7jFCZpRqsSZ4oKTnKEntOBSXCMeA,fuels/agm_share_capital_production_environment,2025-08-02T14:04:52.082578Z,VXNlcjoxNzIxMDcy,01986b19-87f2-7b89-9174-fa8c46adda7a,2025-08-02T14:04:57.742239Z,weave:///fuels/agm_share_capital_production_environment/op/AGMPresenceModel.predict:2xLSCXzCsLT3ECgA1dkkY67bgxsxVGvDodSsFJnCdWk,01986b19-87f2-78bb-8e48-82caad1b560c,{}
10690,,83.05,Hornbach-Baumarkt-Aktiengesellschaft,,True,AGMPresenceModel.predict,1403,09.07.20,success,data/Praesenzen_hv-info/Hornbach-Baumarkt-Aktiengesellschaft-10690/ASM/HV-Beschluss zur ordentlichen Hauptversammlung am 09.07.20.pdf,,weave:///fuels/agm_share_capital_production_environment/object/gpt-4.1_using_base_prompt_pagewise_pass_few_shot_all_values:HE3j7BTAKY4eJ2Q7jFCZpRqsSZ4oKTnKEntOBSXCMeA,fuels/agm_share_capital_production_environment,2025-08-02T14:04:50.677358Z,VXNlcjoxNzIxMDcy,01986b19-8275-7edd-abb3-352ce5736728,2025-08-02T14:04:52.081254Z,weave:///fuels/agm_share_capital_production_environment/op/AGMPresenceModel.predict:2xLSCXzCsLT3ECgA1dkkY67bgxsxVGvDodSsFJnCdWk,01986b19-8275-7805-80bd-98a259b72bac,{}
10690,,81.98,Hornbach-Baumarkt-Aktiengesellschaft,,True,AGMPresenceModel.predict,6390,07.07.11,success,data/Praesenzen_hv-info/Hornbach-Baumarkt-Aktiengesellschaft-10690/ASM/HV-Beschluss zur ordentlichen Hauptversammlung am 07.07.11.pdf,,weave:///fuels/agm_share_capital_production_environment/object/gpt-4.1_using_base_prompt_pagewise_pass_few_shot_all_values:HE3j7BTAKY4eJ2Q7jFCZpRqsSZ4oKTnKEntOBSXCMeA,fuels/agm_share_capital_production_environment,2025-08-02T14:04:44.285304Z,VXNlcjoxNzIxMDcy,01986b19-697d-7844-b9e7-67394af281b7,2025-08-02T14:04:50.676270Z,weave:///fuels/agm_share_capital_production_environment/op/AGMPresenceModel.predict:2xLSCXzCsLT3ECgA1dkkY67bgxsxVGvDodSsFJnCdWk,01986b19-697d-7824-9f12-c379b81b2ba5,{}
